Moves
44
26
28
50
48
23
18
28
58
20
59
51
24
47
45
33
5
32
14
50
35
23
23
23
50
64
14
22
19
45
30
42
22
33
63
63
52
36
43
39
10
32
24
21
28
54
35
49
25
40
16
8
28
43
20
39
22
29
47
17
28
40
20
1
63
15
2
40
33
18
38
33
54
32
30
47
20
45
43
59
44
24
41
49
59
39
28
41
49
59
48
25
34
21
23
32
13
57
36
43
53
54
43
39
38
24
70
51
50
42
53
2
63
35
43
45
32
30
40
31
43
28
66
82
61
78
24
23
4
60
21
39
50
53
46
87
33
34
52
34
44
47
32
69
31
54
29
1
44
35
14
32
29
38
7
24
29
27
36
35
16
22
14
29
30
13
45
25
29
14
55
13
31
36
20
20
31
9
45
19
34
29
1
23
32
16
27
53
12
15
23
43
29
20
38
23
43
32
42
20
24
22
28
16
24
38
34
33
28
38
20
25
36
24
36
25
19
22
48
58
44
24
35
43
43
57
37
28
27
24
14
39
20
33
28
39
22
17
59
38
37
11
31
34
52
