Moves
40
20
20
77
58
44
43
56
54
28
62
27
20
31
41
74
78
41
60
19
70
33
46
64
28
40
29
56
32
39
53
35
46
34
52
52
25
50
26
24
43
24
45
14
33
53
24
17
23
24
13
52
55
50
38
31
44
69
27
38
43
38
34
35
37
35
38
26
34
29
26
38
39
45
27
25
15
35
26
15
17
28
38
23
36
34
46
50
41
36
36
26
21
47
23
46
45
32
60
42
35
41
36
35
27
34
55
28
27
36
23
33
23
60
38
60
28
46
28
33
44
49
20
27
59
46
37
55
23
24
46
26
23
50
28
38
30
23
36
60
21
37
64
30
35
22
28
24
52
33
32
28
26
28
21
34
16
25
27
34
37
43
24
42
37
39
15
15
28
49
25
22
31
27
17
31
31
22
23
22
35
15
34
28
24
44
23
16
41
27
34
21
39
30
43
29
28
57
30
25
58
47
31
49
15
33
29
35
40
49
16
20
38
27
44
36
18
27
45
25
25
79
45
14
42
42
48
44
27
36
53
51
20
34
40
28
21
30
37
17
27
54
36
20
38
